                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                 0.5089,                0.29869,                0.93286,                0.95762,                0.96579,                0.98017,                0.86648,                 0.5265,                  0.252,                 0.9802,               0.005512,               0.005512,               0.005512
                    139,                0.50659,                0.30355,                 0.9311,                 0.9577,                0.96647,                0.98114,                0.86758,                0.52631,                0.25256,                0.98011,               0.005479,               0.005479,               0.005479
                    140,                0.50407,                0.29971,                0.92984,                 0.9575,                0.96672,                 0.9809,                0.86789,                0.52628,                0.25251,                0.98006,               0.005446,               0.005446,               0.005446
                    141,                0.50055,                0.29875,                0.92914,                0.95754,                0.96655,                0.98099,                0.86819,                0.52601,                0.25248,                0.97986,               0.005413,               0.005413,               0.005413
                    142,                0.50168,                0.29888,                0.92932,                 0.9573,                0.96647,                0.98101,                0.86838,                0.52589,                0.25226,                0.97986,                0.00538,                0.00538,                0.00538
                    143,                0.50092,                0.29355,                0.92781,                0.95752,                0.96643,                0.98066,                0.86782,                0.52578,                 0.2525,                0.97981,               0.005347,               0.005347,               0.005347
                    144,                0.49718,                0.29693,                0.92656,                0.95755,                0.96727,                0.98113,                0.86926,                0.52577,                0.25215,                0.97984,               0.005314,               0.005314,               0.005314
                    145,                0.49753,                0.29741,                0.92897,                0.95728,                0.96767,                0.98116,                 0.8693,                0.52571,                0.25175,                 0.9799,               0.005281,               0.005281,               0.005281
                    146,                0.50105,                0.29851,                0.92682,                0.95749,                0.96734,                0.98101,                0.86984,                0.52568,                0.25184,                0.97993,               0.005248,               0.005248,               0.005248
                    147,                0.49965,                0.29449,                0.92779,                 0.9572,                0.96724,                0.98067,                0.86943,                 0.5257,                0.25192,                0.97997,               0.005215,               0.005215,               0.005215
                    148,                0.50011,                0.29356,                0.92781,                0.95737,                0.96723,                0.97994,                0.86833,                0.52577,                 0.2522,                 0.9799,               0.005182,               0.005182,               0.005182
                    149,                0.49733,                  0.294,                0.92623,                0.95854,                0.96723,                 0.9803,                0.86774,                0.52564,                 0.2522,                0.97981,               0.005149,               0.005149,               0.005149
                    150,                 0.4999,                0.29413,                0.92852,                 0.9594,                0.96719,                0.98071,                0.86946,                0.52536,                0.25203,                0.97966,               0.005116,               0.005116,               0.005116
                    151,                0.49753,                0.29597,                 0.9263,                0.95997,                0.96655,                0.98036,                0.86859,                0.52539,                0.25195,                0.97972,               0.005083,               0.005083,               0.005083
                    152,                0.49255,                0.29281,                0.92668,                0.95947,                0.96723,                0.98047,                0.86928,                0.52539,                0.25188,                 0.9798,                0.00505,                0.00505,                0.00505
                    153,                0.49392,                0.29209,                0.92647,                0.95914,                0.96723,                0.98035,                0.86884,                0.52546,                0.25215,                0.97983,               0.005017,               0.005017,               0.005017
                    154,                0.49146,                0.28562,                0.92607,                0.95907,                0.96723,                0.98017,                 0.8694,                0.52521,                0.25214,                0.97975,               0.004984,               0.004984,               0.004984
                    155,                0.49099,                0.29069,                0.92372,                0.95909,                0.96723,                0.98008,                0.86907,                0.52513,                0.25253,                0.97975,               0.004951,               0.004951,               0.004951
                    156,                0.48908,                0.28807,                0.92232,                0.95911,                0.96723,                0.98014,                0.87013,                0.52505,                0.25235,                0.97971,               0.004918,               0.004918,               0.004918
                    157,                0.49186,                0.29437,                0.92384,                 0.9592,                0.96723,                 0.9797,                0.87031,                0.52498,                0.25259,                0.97981,               0.004885,               0.004885,               0.004885
                    158,                0.49013,                0.29021,                0.92293,                0.95919,                0.96727,                0.97964,                0.86998,                0.52486,                0.25222,                0.97981,               0.004852,               0.004852,               0.004852
                    159,                0.49062,                0.28875,                0.92312,                0.95909,                0.96728,                0.97966,                0.87047,                0.52469,                0.25242,                0.97978,               0.004819,               0.004819,               0.004819
                    160,                 0.4854,                0.28522,                0.92128,                0.95931,                0.96723,                 0.9797,                0.87008,                0.52464,                0.25258,                 0.9799,               0.004786,               0.004786,               0.004786
                    161,                0.48293,                0.28592,                0.92157,                0.95932,                 0.9673,                0.97958,                0.86999,                0.52439,                0.25277,                0.97981,               0.004753,               0.004753,               0.004753
                    162,                0.48609,                0.28579,                0.92296,                0.95935,                0.96721,                0.97976,                 0.8704,                0.52436,                0.25259,                0.97999,                0.00472,                0.00472,                0.00472
                    163,                0.48845,                0.28656,                0.92286,                0.95933,                0.96732,                0.97956,                0.86995,                0.52416,                0.25283,                0.97996,               0.004687,               0.004687,               0.004687
                    164,                0.48392,                0.28544,                0.91961,                0.95915,                0.96734,                0.97916,                0.87022,                0.52422,                0.25286,                0.98002,               0.004654,               0.004654,               0.004654
                    165,                0.48687,                0.28612,                0.91893,                0.95899,                0.96736,                0.97968,                0.87107,                0.52432,                0.25315,                0.98033,               0.004621,               0.004621,               0.004621
                    166,                0.48204,                0.28317,                0.92068,                0.95883,                0.96739,                0.98009,                0.87129,                0.52417,                0.25311,                0.98025,               0.004588,               0.004588,               0.004588
                    167,                 0.4858,                0.28508,                0.92052,                0.95893,                0.96741,                0.98022,                0.87111,                0.52414,                0.25305,                0.98025,               0.004555,               0.004555,               0.004555
                    168,                0.48354,                0.28521,                 0.9198,                0.95874,                0.96741,                0.98024,                0.87148,                0.52416,                0.25304,                0.98034,               0.004522,               0.004522,               0.004522
                    169,                0.48149,                 0.2823,                0.91882,                0.95851,                0.96719,                0.98023,                0.87195,                0.52394,                0.25295,                0.98027,               0.004489,               0.004489,               0.004489
                    170,                 0.4795,                0.28144,                0.91793,                0.95862,                0.96718,                0.98028,                 0.8722,                0.52366,                0.25341,                 0.9801,               0.004456,               0.004456,               0.004456
                    171,                0.48293,                0.28366,                0.92339,                0.95881,                0.96714,                0.98056,                0.87173,                0.52366,                0.25304,                 0.9801,               0.004423,               0.004423,               0.004423
                    172,                0.48033,                0.28553,                0.92015,                0.95868,                0.96716,                 0.9804,                0.87155,                0.52344,                0.25307,                0.98001,                0.00439,                0.00439,                0.00439
                    173,                0.47786,                  0.283,                 0.9173,                0.95892,                0.96712,                 0.9804,                0.87214,                0.52326,                 0.2531,                0.97993,               0.004357,               0.004357,               0.004357
                    174,                 0.4787,                0.27878,                0.91858,                0.95916,                0.96652,                0.98016,                0.87212,                0.52307,                0.25316,                0.97985,               0.004324,               0.004324,               0.004324
                    175,                0.47947,                0.28099,                0.91994,                0.95905,                0.96644,                0.98009,                0.87203,                0.52287,                0.25268,                0.97984,               0.004291,               0.004291,               0.004291
                    176,                0.47293,                0.27908,                0.91634,                0.95895,                0.96675,                0.98024,                0.87217,                0.52285,                0.25328,                0.98003,               0.004258,               0.004258,               0.004258
                    177,                0.47715,                0.27871,                0.91871,                0.95891,                0.96619,                0.98001,                0.87193,                0.52266,                0.25318,                0.98005,               0.004225,               0.004225,               0.004225
                    178,                0.47232,                 0.2794,                 0.9182,                0.95915,                0.96582,                0.98014,                0.87145,                0.52257,                0.25345,                0.97999,               0.004192,               0.004192,               0.004192
                    179,                 0.4689,                 0.2762,                0.91502,                0.95891,                0.96439,                0.98028,                0.87178,                0.52233,                0.25386,                 0.9799,               0.004159,               0.004159,               0.004159
                    180,                  0.474,                 0.2756,                0.91675,                0.95918,                0.96407,                0.98006,                0.87109,                0.52234,                0.25397,                   0.98,               0.004126,               0.004126,               0.004126
                    181,                0.47087,                0.27663,                0.91375,                0.95951,                0.96388,                0.97959,                0.87025,                 0.5222,                0.25376,                0.97995,               0.004093,               0.004093,               0.004093
                    182,                0.47231,                0.28029,                0.91741,                0.95533,                0.96617,                0.97991,                0.87058,                0.52208,                0.25361,                0.97994,                0.00406,                0.00406,                0.00406
                    183,                0.46911,                0.27632,                0.91517,                0.95677,                0.96424,                0.97995,                0.87015,                 0.5218,                  0.254,                 0.9798,               0.004027,               0.004027,               0.004027
                    184,                 0.4669,                0.27507,                 0.9122,                0.95718,                0.96344,                   0.98,                 0.8723,                0.52152,                0.25409,                0.97971,               0.003994,               0.003994,               0.003994
                    185,                0.46672,                0.27167,                0.91456,                 0.9581,                0.96304,                0.97933,                0.87148,                0.52139,                0.25398,                0.97962,               0.003961,               0.003961,               0.003961
                    186,                0.46711,                0.27097,                 0.9123,                0.95764,                0.96346,                0.97926,                0.87046,                0.52123,                0.25414,                0.97963,               0.003928,               0.003928,               0.003928
                    187,                0.46735,                0.27637,                0.91562,                0.95779,                0.96296,                0.97884,                0.86978,                0.52103,                0.25397,                 0.9795,               0.003895,               0.003895,               0.003895
                    188,                0.46447,                0.27294,                0.91233,                0.95736,                0.96363,                 0.9796,                0.87162,                0.52091,                0.25444,                0.97951,               0.003862,               0.003862,               0.003862
                    189,                0.46449,                0.27166,                0.91098,                0.95788,                0.96362,                0.97961,                0.87089,                0.52079,                0.25401,                0.97949,               0.003829,               0.003829,               0.003829
                    190,                0.46329,                0.27411,                0.91258,                0.95747,                0.96306,                0.97986,                0.87065,                0.52061,                0.25421,                0.97947,               0.003796,               0.003796,               0.003796
                    191,                0.46065,                0.26904,                0.91135,                0.95816,                0.96293,                0.97981,                0.86948,                0.52042,                0.25432,                0.97949,               0.003763,               0.003763,               0.003763
                    192,                0.46455,                0.27306,                0.91383,                0.95734,                 0.9639,                0.97954,                0.86942,                 0.5201,                 0.2542,                0.97936,                0.00373,                0.00373,                0.00373
                    193,                0.46007,                0.26986,                0.91166,                0.95773,                0.96335,                0.97964,                0.86988,                0.52007,                0.25408,                 0.9794,               0.003697,               0.003697,               0.003697
                    194,                0.45986,                0.27181,                0.90913,                0.95854,                  0.963,                0.97985,                 0.8704,                0.51998,                0.25415,                0.97937,               0.003664,               0.003664,               0.003664
                    195,                0.46119,                0.27137,                0.91114,                0.95899,                0.96338,                0.98006,                0.87041,                0.51996,                0.25409,                0.97933,               0.003631,               0.003631,               0.003631
                    196,                 0.4576,                0.26483,                0.90863,                0.95898,                0.96372,                0.97881,                0.86918,                0.51953,                0.25406,                0.97919,               0.003598,               0.003598,               0.003598
                    197,                 0.4595,                0.26783,                0.91142,                0.95869,                0.96532,                0.97965,                0.87029,                0.51944,                0.25433,                0.97923,               0.003565,               0.003565,               0.003565
                    198,                0.46071,                0.26916,                 0.9087,                0.95722,                0.96571,                0.97931,                0.87014,                0.51949,                0.25409,                0.97927,               0.003532,               0.003532,               0.003532
                    199,                0.45553,                0.26563,                0.90932,                0.95723,                0.96616,                0.97945,                0.87059,                 0.5195,                0.25396,                0.97936,               0.003499,               0.003499,               0.003499
                    200,                0.45713,                0.26469,                0.91038,                0.95729,                0.96649,                0.97941,                0.87006,                0.51951,                0.25413,                0.97949,               0.003466,               0.003466,               0.003466
                    201,                0.45864,                0.26698,                 0.9123,                0.95857,                0.96405,                0.97953,                 0.8703,                 0.5194,                0.25433,                0.97948,               0.003433,               0.003433,               0.003433
                    202,                 0.4501,                 0.2634,                0.90426,                0.95838,                0.96413,                0.98008,                0.87114,                0.51934,                0.25447,                0.97958,                 0.0034,                 0.0034,                 0.0034
                    203,                 0.4537,                0.26395,                0.90875,                0.95829,                0.96412,                0.97976,                0.87014,                 0.5192,                0.25406,                0.97955,               0.003367,               0.003367,               0.003367
                    204,                0.44967,                0.26199,                0.90705,                0.95795,                 0.9652,                0.97925,                0.86999,                0.51917,                0.25424,                0.97965,               0.003334,               0.003334,               0.003334
                    205,                0.45333,                0.26043,                 0.9063,                0.95891,                0.96459,                0.97958,                0.86971,                0.51892,                0.25437,                0.97961,               0.003301,               0.003301,               0.003301
                    206,                0.44855,                0.26106,                0.90628,                0.95838,                0.96493,                0.97954,                0.86957,                0.51888,                 0.2548,                 0.9797,               0.003268,               0.003268,               0.003268
                    207,                0.45038,                0.26094,                0.90771,                0.95831,                0.96498,                 0.9795,                0.86953,                0.51864,                0.25533,                0.97971,               0.003235,               0.003235,               0.003235
                    208,                0.45174,                0.25876,                0.90658,                0.95722,                0.96532,                0.97926,                0.87043,                0.51856,                0.25561,                0.97975,               0.003202,               0.003202,               0.003202
                    209,                0.44556,                0.26164,                0.90582,                 0.9574,                0.96504,                0.97886,                0.87004,                0.51846,                0.25538,                0.97975,               0.003169,               0.003169,               0.003169
                    210,                0.44598,                0.26166,                0.90511,                0.95871,                 0.9642,                0.97964,                0.87067,                0.51847,                 0.2552,                0.97988,               0.003136,               0.003136,               0.003136
                    211,                0.44432,                0.25787,                0.90245,                0.95866,                0.96429,                0.97902,                0.87078,                0.51848,                0.25528,                0.98002,               0.003103,               0.003103,               0.003103
                    212,                0.44588,                0.25706,                0.90455,                0.95876,                0.96426,                 0.9793,                0.87084,                0.51844,                0.25561,                0.98004,                0.00307,                0.00307,                0.00307
                    213,                0.44713,                0.25964,                 0.9044,                0.95899,                0.96402,                0.97902,                0.87134,                0.51821,                0.25552,                0.97988,               0.003037,               0.003037,               0.003037
                    214,                0.44361,                0.25784,                 0.9035,                0.95924,                0.96337,                0.97879,                0.87114,                0.51807,                0.25582,                0.97982,               0.003004,               0.003004,               0.003004
                    215,                0.44251,                0.25687,                0.90408,                0.95905,                0.96334,                 0.9787,                0.87162,                0.51799,                0.25586,                0.97979,               0.002971,               0.002971,               0.002971
                    216,                 0.4431,                0.25439,                0.90577,                0.95811,                0.96271,                0.97878,                0.87154,                0.51791,                0.25586,                0.97975,               0.002938,               0.002938,               0.002938
                    217,                0.44224,                0.25484,                0.90276,                0.95816,                0.96272,                0.97866,                 0.8714,                0.51798,                0.25616,                0.97989,               0.002905,               0.002905,               0.002905
                    218,                0.44076,                0.25411,                0.90265,                0.95815,                0.96276,                0.97883,                0.87192,                0.51793,                0.25633,                0.97985,               0.002872,               0.002872,               0.002872
                    219,                 0.4372,                0.25505,                0.90243,                0.95811,                0.96258,                0.97901,                 0.8719,                0.51781,                0.25623,                0.97988,               0.002839,               0.002839,               0.002839
                    220,                0.43934,                0.25556,                 0.9035,                0.95794,                0.96253,                0.97849,                0.87145,                0.51765,                0.25663,                0.97985,               0.002806,               0.002806,               0.002806
                    221,                0.43653,                0.25273,                0.90094,                0.95791,                0.96249,                0.97872,                0.87265,                0.51767,                0.25683,                 0.9799,               0.002773,               0.002773,               0.002773
                    222,                0.43606,                0.25622,                0.90128,                0.95789,                0.96251,                0.97866,                0.87236,                0.51762,                0.25706,                0.97986,                0.00274,                0.00274,                0.00274
                    223,                0.43792,                0.25606,                0.90266,                 0.9582,                0.96244,                0.97877,                0.87243,                 0.5175,                0.25719,                0.97991,               0.002707,               0.002707,               0.002707
                    224,                0.43447,                0.25329,                0.89913,                 0.9592,                0.96312,                0.97886,                0.87242,                0.51767,                0.25713,                 0.9801,               0.002674,               0.002674,               0.002674
                    225,                0.43484,                0.25168,                0.90072,                0.95933,                0.96294,                0.97904,                0.87296,                0.51767,                0.25743,                0.98016,               0.002641,               0.002641,               0.002641
                    226,                 0.4317,                0.24942,                0.89984,                0.95941,                0.96289,                0.97875,                0.87228,                0.51761,                0.25779,                 0.9802,               0.002608,               0.002608,               0.002608
                    227,                0.43147,                0.25136,                0.90099,                0.95926,                0.96292,                0.97855,                0.87273,                0.51761,                0.25838,                0.98034,               0.002575,               0.002575,               0.002575
                    228,                0.43041,                0.24988,                0.90106,                0.95875,                0.96248,                0.97834,                0.87169,                0.51763,                0.25807,                0.98059,               0.002542,               0.002542,               0.002542
                    229,                0.43181,                0.24881,                0.90019,                0.95866,                0.96251,                0.97767,                0.87247,                0.51757,                0.25783,                0.98068,               0.002509,               0.002509,               0.002509
                    230,                0.42673,                0.24532,                0.89627,                0.95859,                0.96259,                0.97748,                0.87236,                0.51745,                0.25794,                0.98067,               0.002476,               0.002476,               0.002476
                    231,                0.42768,                 0.2436,                0.89766,                0.95862,                0.96265,                0.97779,                0.87271,                0.51738,                0.25795,                0.98074,               0.002443,               0.002443,               0.002443
                    232,                0.42684,                0.24912,                0.89837,                0.95914,                 0.9629,                0.97757,                0.87302,                0.51723,                0.25836,                0.98083,                0.00241,                0.00241,                0.00241
                    233,                0.42937,                0.24739,                0.89979,                0.95958,                 0.9625,                0.97756,                0.87238,                0.51708,                0.25834,                0.98084,               0.002377,               0.002377,               0.002377
                    234,                 0.4239,                0.24839,                0.89582,                0.95956,                0.96274,                0.97777,                0.87281,                0.51694,                0.25848,                0.98088,               0.002344,               0.002344,               0.002344
                    235,                0.42496,                0.24398,                0.89511,                0.95958,                0.96272,                0.97763,                0.87234,                0.51694,                 0.2592,                0.98103,               0.002311,               0.002311,               0.002311
                    236,                0.42376,                0.24298,                 0.8965,                0.96182,                0.95873,                0.97759,                0.87244,                0.51693,                0.25933,                0.98118,               0.002278,               0.002278,               0.002278
                    237,                0.42152,                0.24455,                 0.8985,                0.96173,                0.95876,                0.97765,                0.87209,                0.51683,                0.25958,                0.98129,               0.002245,               0.002245,               0.002245
                    238,                0.42214,                0.24276,                 0.8973,                0.96144,                0.95914,                0.97733,                0.87218,                0.51677,                0.25959,                0.98133,               0.002212,               0.002212,               0.002212
                    239,                0.41866,                0.24372,                 0.8963,                0.96149,                0.95933,                 0.9775,                0.87241,                0.51676,                0.25992,                0.98143,               0.002179,               0.002179,               0.002179
                    240,                0.42187,                0.24407,                0.89596,                0.96134,                0.95963,                0.97749,                0.87206,                0.51673,                0.25997,                0.98156,               0.002146,               0.002146,               0.002146
                    241,                0.41979,                0.24147,                 0.8945,                0.95856,                  0.963,                0.97748,                0.87209,                 0.5166,                0.26001,                0.98162,               0.002113,               0.002113,               0.002113
                    242,                0.41812,                0.23896,                 0.8962,                0.96146,                0.95965,                0.97679,                 0.8725,                0.51646,                0.25993,                0.98175,                0.00208,                0.00208,                0.00208
                    243,                0.41512,                 0.2378,                 0.8933,                0.96168,                0.95969,                0.97653,                0.87258,                0.51619,                0.26082,                0.98159,               0.002047,               0.002047,               0.002047
                    244,                0.41324,                0.23979,                0.89195,                0.96249,                0.95981,                0.97631,                0.87193,                0.51662,                0.26156,                0.98209,               0.002014,               0.002014,               0.002014
                    245,                0.41112,                0.23761,                0.89296,                0.96358,                0.95984,                0.97615,                0.87148,                0.51624,                0.26057,                0.98172,               0.001981,               0.001981,               0.001981
                    246,                0.41506,                0.24038,                 0.8935,                0.96392,                0.95996,                0.97656,                0.87175,                0.51621,                0.26051,                0.98187,               0.001948,               0.001948,               0.001948
                    247,                0.41159,                0.23768,                0.89038,                0.96385,                0.96016,                0.97654,                0.87169,                0.51607,                0.26049,                0.98181,               0.001915,               0.001915,               0.001915
                    248,                0.40839,                0.23724,                0.89192,                0.96226,                0.95976,                0.97656,                0.87199,                0.51591,                0.26004,                0.98189,               0.001882,               0.001882,               0.001882
                    249,                0.40935,                 0.2351,                0.89108,                0.96196,                0.96004,                0.97618,                0.87077,                 0.5158,                0.26033,                0.98197,               0.001849,               0.001849,               0.001849
                    250,                0.40696,                0.23204,                0.88942,                 0.9631,                0.96118,                 0.9764,                0.87045,                0.51585,                0.26041,                0.98201,               0.001816,               0.001816,               0.001816
                    251,                0.40926,                0.23417,                0.89011,                0.96182,                0.96018,                  0.976,                0.87094,                0.51571,                0.26063,                0.98205,               0.001783,               0.001783,               0.001783
                    252,                0.40588,                0.23202,                0.89216,                0.96163,                0.96006,                0.97641,                0.87143,                0.51559,                 0.2609,                0.98211,                0.00175,                0.00175,                0.00175
                    253,                0.40694,                0.23466,                0.88834,                0.96143,                 0.9602,                0.97629,                0.87072,                0.51558,                 0.2613,                0.98226,               0.001717,               0.001717,               0.001717
                    254,                0.40558,                0.23123,                0.89095,                0.96161,                0.96056,                0.97645,                0.87175,                0.51561,                0.26109,                0.98248,               0.001684,               0.001684,               0.001684
                    255,                0.40273,                0.22971,                0.88984,                0.96117,                0.96088,                0.97642,                0.87187,                 0.5155,                0.26109,                0.98257,               0.001651,               0.001651,               0.001651
                    256,                0.40325,                0.23085,                0.88928,                0.96137,                0.96093,                0.97637,                0.87181,                0.51533,                0.26091,                0.98252,               0.001618,               0.001618,               0.001618
                    257,                0.40096,                0.22955,                0.88696,                0.96292,                0.95936,                 0.9759,                0.87153,                0.51537,                0.26065,                0.98277,               0.001585,               0.001585,               0.001585
                    258,                0.39976,                0.22906,                0.88871,                0.96258,                0.95954,                0.97581,                0.87117,                0.51528,                0.26081,                0.98288,               0.001552,               0.001552,               0.001552
                    259,                0.39748,                0.22785,                0.88727,                0.96317,                0.95932,                0.97579,                0.87081,                0.51532,                0.26044,                0.98298,               0.001519,               0.001519,               0.001519
                    260,                0.39961,                0.23268,                0.88914,                0.96301,                0.95928,                0.97571,                0.87117,                0.51522,                 0.2607,                 0.9831,               0.001486,               0.001486,               0.001486
                    261,                0.39766,                0.22792,                0.88632,                0.96175,                0.95957,                 0.9758,                0.87049,                 0.5152,                0.26059,                0.98318,               0.001453,               0.001453,               0.001453
                    262,                0.39481,                0.22733,                0.88472,                0.96157,                 0.9602,                0.97574,                0.87095,                0.51526,                0.26077,                0.98328,                0.00142,                0.00142,                0.00142
                    263,                0.39896,                0.22843,                 0.8877,                0.96156,                0.95998,                0.97579,                0.87094,                0.51519,                0.26089,                0.98336,               0.001387,               0.001387,               0.001387
                    264,                 0.3914,                0.22258,                0.88371,                0.96154,                0.95946,                0.97545,                0.87029,                0.51514,                0.26104,                0.98346,               0.001354,               0.001354,               0.001354
                    265,                0.39062,                0.22525,                0.88448,                0.96151,                0.95958,                0.97522,                0.87094,                0.51511,                0.26149,                0.98356,               0.001321,               0.001321,               0.001321
                    266,                 0.3917,                0.22482,                0.88166,                0.96102,                0.95981,                0.97531,                0.86996,                0.51513,                0.26118,                0.98373,               0.001288,               0.001288,               0.001288
                    267,                0.38932,                0.22396,                0.88315,                0.95971,                0.95913,                0.97532,                0.87106,                0.51513,                0.26133,                0.98388,               0.001255,               0.001255,               0.001255
                    268,                0.38669,                0.22016,                0.88189,                0.95951,                0.96246,                0.97545,                0.87039,                0.51513,                0.26126,                0.98405,               0.001222,               0.001222,               0.001222
                    269,                0.38662,                0.22165,                0.88346,                0.95947,                0.96176,                0.97539,                0.87045,                0.51512,                 0.2609,                0.98417,               0.001189,               0.001189,               0.001189
                    270,                0.38799,                0.22114,                0.88391,                 0.9594,                0.96152,                0.97566,                0.86961,                0.51502,                0.26099,                0.98421,               0.001156,               0.001156,               0.001156
                    271,                0.38674,                0.22063,                 0.8837,                0.95933,                 0.9614,                 0.9757,                0.87055,                0.51496,                0.26104,                0.98435,               0.001123,               0.001123,               0.001123
                    272,                 0.3841,                0.21974,                0.88057,                0.95886,                 0.9618,                0.97599,                0.87058,                0.51496,                0.26127,                0.98461,                0.00109,                0.00109,                0.00109
                    273,                0.38302,                0.21803,                 0.8805,                0.95861,                 0.9619,                0.97593,                0.87085,                0.51503,                  0.261,                0.98471,               0.001057,               0.001057,               0.001057
                    274,                0.38511,                0.22003,                0.88251,                0.96141,                 0.9584,                0.97619,                0.87157,                0.51488,                0.26132,                0.98479,               0.001024,               0.001024,               0.001024
                    275,                 0.3832,                0.22037,                0.88102,                0.96168,                0.95634,                0.97618,                0.87168,                0.51491,                0.26148,                0.98517,               0.000991,               0.000991,               0.000991
